F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
-265.4,44.64,19.65,40.17,High,25.07,14168.66,192.56,2.62,-390.78,-65.7,5,-33.48,-2188.8,2273.78,-247.85,11058.75,10803.54,-46.6,-1156.55,Rest,65.28,39.82,-551.82,29.81,-29.44,-2043.81,6,-720.27,-1478.27,-25701.33,114.96,332.65,32.04,-1940.66,-223.2,2032.01
-226.06,48.81,9.39,44.75,Low,75.84,10963.76,330.28,0.28,-333.87,-61.89,3,-23.34,-1769.79,1124.58,-141.46,-7371.78,-3344.61,-43.1,-1058.24,USA,-192.66,58.72,-395.37,160.37,-18.22,3654.79,6,-2622.12,-1105.83,-27326.85,92.58,-55.24,43.4,-2076.08,-209.34,96.81
-310.9,57.03,16.47,4.69,High,-1.85,12505.68,131.34,22.28,-443.88,-89.49,5,-5.46,-345.3,2381.44,-192.48,6134.43,13997.13,-39.18,-1084.36,Rest,148.53,49.66,-321.81,99.63,-12.34,-3367.83,8,-1543.38,-1016.11,-38681.55,125.46,226.19,43.7,-2363.34,-280.02,3051.51
-248,49.5,7.86,-51.14,Medium,47.04,12906.12,214.04,2.12,-230.52,-68.76,3,-33.66,-1652.25,3078.1,-236.68,5302.2,-4600.83,-53.5,-1113.2,UK,-3.09,55.86,289.82,78.38,-26.14,134.97,8,-1077.87,-859.74,-26930.16,166.91,517.21,40.86,-2365.64,-242.49,-894.07
-246.08,36.84,29.13,-3.31,High,55.68,9756.52,206.52,139.66,-350.82,-76.71,5,-27.03,-1627.92,2774.96,-203.89,-9564.75,12672.63,-52,-1207.14,USA,119.97,46.04,154.62,106.61,-22.88,-5274.32,12,-1365.27,-1045.05,-22338.51,73.44,-6.9,37.62,-2150.6,-430.11,-26.89
-167.46,42.06,10.83,-7.8,Low,91.54,-1538.94,141.46,527.44,-197.16,-63.21,4,-15.9,-3613.11,2787.72,-183.55,5673.15,4983.69,-44.88,-1202.48,Rest,139.41,52.56,-299.63,94.65,-20.8,-8779.47,2,-915.33,-1237.15,-17309.7,143.25,313.36,17,-3337.82,-367.29,1932.4
-251.86,50.88,8.61,63.62,Medium,40.74,9165.4,186.5,4116.52,-380.94,-68.31,5,-36.21,316.14,3170.72,-255.56,-9683.28,6878.07,-61.4,-1620.28,USA,-87.36,42.68,-122.12,142.61,-32.62,-1020.95,4,-695.67,-801.57,-29594.16,127.18,-246.32,41.72,-2323.66,-418.8,21.02
-388,67.65,8.46,36.77,High,43.65,6507.76,83.12,0.88,-537.12,-68.52,4,-22.65,-3161.49,1673.38,-233.33,13714.74,14662.71,-40.78,-1459.16,UK,69.3,43.04,-432.37,135.26,-28.54,1250.79,8,-1992.93,-918.07,-33013.68,130.03,342.85,37.48,-1866.74,-416.22,2320.01
-208.98,58.5,12.45,9.29,Very high,7.93,9684.76,220.62,459.48,-309.03,-63.87,4,-21.12,-5026.8,1423.06,-229.69,-4252.44,10994.37,-36.32,-936.67,Rest,92.37,45.84,-325.18,124.61,-23.94,-3629.65,4,-1549.56,-1354.14,-21113.58,124.24,420.64,35.62,-1025.08,-302.73,3836.44
-342.08,33.66,0.78,44.73,Very low,33.94,21557.12,144.62,14.8,-319.98,-75.3,6,-5.31,-3192.18,3462.9,-186.19,1715.58,13253.1,-49.24,-981.32,UK,-15.66,31.24,-1.17,115.24,-33.66,-8458.3,10,-2541.81,-1027.07,-36601.62,18.43,136.93,47.22,-1566.86,-413.25,-826.5
-296.78,22.26,16.08,34.94,High,-84.36,8064.06,151.98,26.42,-454.32,-70.71,4,-37.71,-1271.94,1422.78,-240.95,4456.56,6341.4,-39.68,-1172.74,UK,80.1,48.06,-529.94,118.97,-23.6,-547.69,6,-2498.49,-1281.73,-26744.7,67.18,249.27,41.76,-2217.16,-309.87,2623.65
-202.56,59.76,5.55,-18.64,High,7.41,14523.04,76.68,0.06,-333.63,-70.65,3,-21.09,-1664.1,1459.88,-291.77,12283.98,5694.96,-44.28,-1493.96,Europe,40.98,48.9,191.77,97.37,-26.48,-3454.48,8,-606.66,-1287.32,-34601.49,162.7,61.47,49.84,-2007.56,-318.93,724.17
-274.84,39.54,13.65,50.79,Medium,28.65,-520.7,174.58,421.98,-341.07,-59.55,4,-18.33,-2656.35,1453.96,-223.38,6137.37,-10873.35,-36.04,-1250.08,Europe,-275.58,43.58,-319.61,93.15,-20.88,873.11,2,-1235.4,-1221.11,-14580.48,128.97,331.58,43.38,-1285.24,-228.03,3478.89
-190.88,99.9,5.22,74.07,Very high,-18.99,4876.94,162.62,1.96,-511.68,-96.06,3,-20.55,-2390.49,2106.34,-274.5,-10291.71,8112.09,-44.28,-1308.22,Rest,338.1,47.64,-173.29,124.63,-22.32,-2850.32,12,-2157.36,-1300.6,-31518.81,211.82,359.46,37.48,-2916.46,-279.72,-8.2
-262.04,48.51,15.06,0.69,Medium,-5.24,7838.04,174,46.26,-739.05,-95.91,7,-18.6,-3201.6,3103.44,-152.38,-9497.37,17210.67,-41.64,-1366.77,UK,237.78,48.56,-228.51,110.02,-21.12,-3135.38,4,-2643.45,-1382.09,-57936.06,171.02,289.02,22.62,-1579.82,-122.94,2216.07
-258.72,41.88,12.42,2.36,High,1.09,7148.22,242.38,76.68,-405.93,-80.76,2,-23.04,2360.43,2070.46,-264.08,-5406.6,7031.43,-41.72,-1237.93,UK,26.88,35.2,-601.36,165.69,-18.62,-3519.08,4,-1634.82,-996.18,-34277.31,157.62,302.26,49.58,-2053.34,-260.1,2787.46
-281.88,35.19,23.31,69.06,Very high,46.71,21192.94,175.2,25.22,-677.85,-75.81,3,-30.48,-1805.31,1815,-250.12,3866.85,-1036.65,-45.48,-1417.59,USA,89.55,44.64,407.96,13.97,-25.58,-7009.28,10,-1819.2,-1047.69,-34056.6,83.93,-86.73,70.96,-2152.66,-335.94,593.5
-323.56,46.59,16.2,14.77,Medium,48.3,8367.88,119.9,0.62,-124.26,-92.19,5,-18.24,-2356.2,2425.18,-258.31,-2638.17,-43.44,-45.84,-1132.85,Europe,81.6,39.64,313.75,140.53,2.04,-2264.51,6,-877.44,-1231.07,-37184.28,133.94,249.74,41.5,-1677.76,-263.73,486.62
-199.94,63.78,43.08,21.14,Medium,58.04,19843.98,307.52,0.36,-382.35,-64.68,1,-16.68,-1510.08,1576.92,-237.39,186.57,-7974.48,-40.66,-752.92,Rest,-113.28,47.78,-424.11,85.2,-27.58,4061.49,12,-1717.14,-873.73,-14919.84,133.9,191.64,48.4,-1981.42,-259.68,387.26
-287.28,45.6,7.56,-52.21,Low,19,12087.98,153.76,11.3,-800.55,-68.76,4,-12.96,-2180.19,2422.68,-218.86,-10295.07,-17232.81,-42.62,-951.88,Europe,-60.21,40.66,-448.55,163.01,-21.16,-1785.46,4,-1323,-667.42,-44853.57,130.47,451.31,37.8,-1105.4,-256.29,1559.08
-280.02,37.65,3.06,91.74,High,76.22,16134.14,130.42,0.08,-540.75,-82.71,1,-26.67,-1932.33,2720.04,-223.82,-4318.02,9652.47,-39.66,-1348.09,Europe,-17.13,45.28,-271.46,103.38,-30.46,-6789.9,8,337.02,-1103.59,-9676.44,119.39,546.8,30.38,-1875.12,-271.98,1174.69
-177.82,38.55,13.08,38.39,High,33.14,19099.18,119.78,20.74,-385.74,-76.38,3,-7.05,-495.33,2696.58,-215.76,8670.78,4960.23,-40.98,-1241.03,Rest,26.19,44.24,-328.15,104.08,-20.06,-6571.41,6,-809.91,-1469.18,-30804.09,111.94,777.56,35.14,-2063.96,-67.74,3697.1
-135.34,17.73,9.6,-15.9,Very low,55.2,15797.86,268.76,1.38,-393.69,-60.09,4,-15.24,-2748.21,1530.02,-279.08,20478.12,10812.39,-43.5,-1359.92,USA,-29.34,55.86,-353.72,100.7,-24.02,175.18,8,-2625.72,-1290.89,-49826.25,132.22,843.99,36.72,-2136.44,-356.28,322.02
-110.58,48.09,7.5,11.6,Very high,63.42,8324.7,134.64,0,-283.2,-67.86,5,-17.22,-1444.26,2890.42,-251.58,4840.5,318.96,-55.2,-1547.85,UK,126,38.84,-96.03,114.51,-24.12,-1896.81,4,-1703.01,-1190.47,-32730.45,210.32,280.29,30.96,-2466.22,-215.58,-1235.98
-237.46,63.81,19.77,19.09,Low,32.74,15192.08,272.08,167.3,-303.69,-73.86,5,-40.05,180.18,2139.22,-225.9,-4493.67,-1591.17,-43.86,-884.85,Rest,20.79,29.76,144.86,131.35,-27.98,-1778.17,6,-1227.87,-1003.54,-14378.25,91.88,832.9,35.12,-1999.64,-253.56,2157.29
-329.16,53.01,4.98,-9.01,Very high,75.46,5524.08,199.16,2.92,-384.84,-74.46,1,-15.21,-2673.66,2744.24,-253.57,-10611.69,-7125.69,-43.6,-1099.81,USA,-34.65,43.56,-55.81,79.03,-35.7,-971.8,8,-1955.16,-1029.04,-42873.78,126.51,-5.02,48.34,-2012.08,-128.28,637.24
-188.28,46.35,11.67,12.26,Very high,38.49,317.3,227.86,3.2,-184.98,-67.35,3,-21.87,-2929.17,2026.34,-225.06,9039.45,-5507.55,-47.42,-1478.26,UK,157.95,40.48,-124.97,57.58,-34.5,2348.66,10,-1323.78,-657.91,-35555.49,168.32,179.8,54.16,-1746.36,-511.44,1765.21
-278.4,59.28,2.73,2.86,Low,61.67,13951.78,169.68,49.4,-596.43,-77.94,2,-27.63,-2796.06,2945.42,-261.68,-9741.93,3744.39,-46.98,-1476.65,Europe,377.46,51.74,-381.46,61.44,-32.82,-559.1,6,-570.15,-1497.58,-43384.95,118.93,102.87,39.38,-2003.18,-308.07,748
-313.86,46.77,3.06,-20.75,Very high,64.99,10955.74,276.44,0.06,-705.15,-70.95,5,-29.76,-5625.09,3518.7,-259.91,-4523.91,-2795.73,-48.86,-1484.85,USA,133.2,33.52,330.94,117.42,-23.66,-7953.14,12,-1251.03,-1556.96,-45166.83,106.2,311.24,36.34,-1358.12,-286.38,30.11
-186.1,34.65,16.86,8.1,Very high,34.47,9332.02,193.32,2.52,-394.86,-75.03,4,-26.01,-3645.63,2104.64,-251.13,3957.03,33.18,-55.14,-1739.99,Rest,94.89,60.46,-191.82,126.16,-24.52,-2916.24,6,-1520.04,-1663.86,-41528.94,147.3,252.39,42.04,-1759.94,-402.66,652.43
-217.06,48.69,13.98,17.42,Low,93.31,10107,321.1,0.92,-414.81,-72.63,3,-3.66,-3184.62,745.76,-238.01,-4086.66,16399.17,-41.88,-840.98,Europe,170.88,43.94,-599.06,59.15,-19.9,-1476.34,10,-2343.24,-783.33,-41749.26,190.37,98.07,53.42,-2641.88,-159.3,-251.6
-230.48,19.74,4.53,36.48,Low,5.17,6477.12,222.36,27.38,-276.03,-79.83,4,-18.84,-1425.09,1979.18,-183.35,-984.57,-8562.36,-36.38,-1155.49,UK,-69.06,36.66,67.48,73.13,-26.24,-4085.34,10,-1330.32,-479.14,-31117.53,143.7,450.96,45.74,-1623.5,-146.01,2365.6
-279.54,42.57,11.37,15.27,High,-84.58,4013.52,222.28,0.38,-400.92,-71.76,4,-22.47,-2080.29,2656.74,-255.54,-7594.08,-14054.88,-39.1,-1154.82,Europe,89.04,40.94,-635,88.8,-31.6,-4574.16,6,-1708.86,-926.53,-27533.67,122.83,79.52,41.66,-2096.34,-221.22,978.49
-341.94,47.28,15.75,15.24,Low,53.32,5393.64,79.02,0.44,-245.25,-107.37,4,-22.35,-1989.42,3791.44,-227.74,-9933.84,-13297.05,-37.9,-1210.14,Rest,110.07,42.04,-40.12,141.85,-23.6,274.1,10,-838.05,-1407.61,-35973.66,143.32,654.83,41.72,-587.2,-440.37,2419.37
-171.7,47.01,24.21,-20.8,Very low,45.12,8222.48,80.72,14,-441.66,-80.85,5,-11.94,-1131.45,1944.18,-257.6,12474.72,494.88,-41.94,-1065.51,Europe,178.11,55.52,-547.26,112.62,-35.98,706.96,6,-1019.79,-1272.9,-28743.39,24.66,559.71,46.14,-2321.64,-289.89,824.73
-249.04,50.97,15.48,18.55,Very low,23.86,9297.64,325.44,0.16,-466.08,-54.66,6,-16.8,-1183.86,2893.34,-196.61,-217.47,-2330.88,-55.44,-1419.92,Europe,-50.01,50.22,21.48,147.76,-26.44,928.56,10,42.51,-1356.66,-41634.96,206.56,213.87,42.16,-1443.74,-151.23,-1447.25
-166.78,38.79,0.93,-26.91,Low,35.85,14062.76,226.72,0.04,-211.53,-75.48,6,-14.37,-2173.32,4196.46,-277.25,-8385.81,-5451.69,-39.02,-1546.7,UK,206.97,47.5,288.85,117.94,-23.52,-6643.77,10,-2910.12,-1165.14,-26295.33,169.67,353.28,28.66,-2404.82,-231,-1242.42
-225.44,44.37,4.29,0.17,Medium,24.33,-1837.96,371.72,417.68,-337.17,-91.05,3,-22.23,-1788.51,2044.56,-235.45,8788.38,8566.89,-42.44,-1372.1,UK,70.2,48.64,-388.94,97.18,-31.88,-6278.04,10,-1826.4,-1180.83,-38414.31,81.58,851.44,40.74,-2911.22,-267.66,1950.78
-304.96,35.91,12.66,3.03,Very high,11.38,6482.8,130.6,0.02,-670.47,-103.29,4,-22.29,-2078.55,2205.82,-288.92,-3544.35,20498.79,-35.54,-912.74,Europe,-229.23,45.42,-178.71,90.65,-29.92,-8812.54,14,1374.33,-1513.94,-20098.29,121.64,939.78,28.1,-2952.84,-137.07,-67.8
-129.5,53.85,11.61,51.86,Very high,31.64,10654.48,142.18,7.18,-226.65,-69.42,2,-44.82,-1937.73,3739.96,-186.13,-12976.02,16150.17,-46,-1155.02,Europe,101.37,50.74,-754.33,139.57,-26.38,-1616.61,4,-399.99,-488.46,-34854.39,138.11,-156.81,40.66,-2736.7,-257.01,850.6
-361.12,46.41,14.82,-23.23,Very low,18.49,14923.58,221.66,0.48,-546.69,-38.04,5,-14.7,-1557.45,2618.08,-238.44,-10907.79,29840.76,-38.28,-1166.23,Europe,-171.81,44.92,100.28,100.9,-25.32,-583.54,4,-641.22,-1157.63,-35777.7,135.37,220.11,35.1,-1482.02,-241.62,762.45
-233.76,48.9,6.81,-20.34,Very low,34.57,13719.1,173.1,1.54,-482.76,-63,1,-2.4,-535.29,2016.3,-217.13,-17146.29,4029.84,-49.44,-1107.67,USA,132.42,44,-28.57,85.41,-21.7,-7500.97,12,1097.37,-1649.79,-39033.78,99.99,428.48,57.78,-2007.42,-276.39,-187.03
-205.86,28.17,14.1,-26.47,High,42.06,18960.78,255.84,0.06,-458.1,-79.8,6,-14.25,-1710.12,2528.86,-231.83,1912.32,13484.76,-39.74,-417.87,Rest,202.17,58.96,-285.71,141.27,-23.36,-1685.95,6,-2726.01,-1508.85,-36969.09,154.72,127.62,35.4,-1502.46,-387.81,2005.25
-229.28,50.94,16.68,3.34,Medium,15.53,11818.58,203.12,158.32,-155.19,-42.21,2,-26.1,-2738.61,1918.04,-174.04,-1352.13,4063.17,-42.9,-1023.95,UK,231.39,49.22,135.88,60.89,-25.9,270.03,16,-1293.69,-1056.35,-33650.91,244.32,433.66,37.4,-2044.62,-420.72,804.78
-266.2,44.88,31.32,-36.06,Very low,4.73,6246.28,277.9,49.82,-307.38,-78.03,2,-6.54,82.23,2203.02,-126.44,-1215.72,-5818.8,-41.08,-1759.72,UK,-160.8,34.92,-249.88,114.7,-19.02,-606.78,6,-1875.99,-1184.8,-24102.84,117.28,31.66,36.86,-2255.82,-265.23,1344.66
-235.24,45.6,13.74,-16.74,Low,15.97,2461.34,192.2,0.38,-629.31,-65.88,4,-23.01,-2444.67,2079,-220.09,-9522.39,10978.65,-43.24,-1531.42,UK,65.88,69.78,-578.73,101.61,-25.54,-3545.55,8,-347.28,-1416.53,-41511.87,63.78,176.14,38.6,-1921.1,-67.47,-720.03
-258,42.84,5.7,-27.1,High,119.09,2796.36,222.38,1.52,-382.29,-56.61,6,-26.34,-1771.26,2187.02,-234.68,2426.97,8501.01,-37.9,-968.4,Europe,-27.36,58.26,-229.81,145.04,-31.74,-1497.12,6,-1446.75,-1497.41,-22482.99,154.33,137.87,43.1,-2395,-109.08,1206.42
-289.2,56.73,5.1,9.15,Low,34.45,23498.74,209.72,0.02,-346.74,-67.2,5,-29.37,-2226.54,2432.72,-245.61,-4062.96,-2806.47,-45.16,-1116.23,USA,169.95,19.82,-404.47,162.3,-22.44,-399.81,0,128.61,-1487.34,-35394.63,207.9,110.53,53.24,-1501.46,-401.1,260.92
-251.14,42.99,1.26,62.17,High,3.91,11227.96,143.12,2.4,-379.23,-122.22,6,-24.69,-1970.28,2282.62,-186.43,-15490.71,3250.35,-38.5,-1162.54,USA,-28.98,45.92,-238.14,107.65,-26.36,-8264.16,8,-2920.14,-1292.51,-41729.19,-4.75,336.11,36.1,-2087.82,-442.89,388.49
-216.14,39.75,3,36.22,Very low,34.67,14188.3,151.36,6.44,-360.18,-95.46,5,-28.44,-1278.6,2577.6,-255.56,1332.45,-10697.79,-43.14,-1553.31,Europe,-95.1,44.04,-565.16,134.91,-27.2,-4128.06,12,-1693.26,-1140.67,-30456.42,134.16,841.37,34.14,-2714.22,-355.35,-446.61
-252.18,76.62,7.11,15.58,Low,59.91,14607.86,285.7,0.02,-444.39,-48.84,7,-33.66,-3293.58,680.24,-241.61,10313.85,-12456.96,-44.06,-1184.55,Europe,133.5,44.08,-57.64,4.89,-21.26,-3676.72,2,-253.35,-780.74,-12618.03,107.4,434.63,35.76,-2423.5,-211.2,17.45
-264.26,67.5,15.06,-26.22,Very low,70.55,4259.56,152.3,3438.86,-427.74,-111.33,7,-18.33,-2481.84,2295.44,-95.6,-1711.11,-1656.87,-47.48,-1065.88,Europe,51.57,40.82,357.05,146.4,-28.14,-9206.32,10,-1035.84,-1314.01,-36679.2,135.05,707.45,39,-2091.6,-360.96,382.17
-262.52,60.99,17.67,-10.29,Very low,37.8,13580.74,85.06,0,-478.68,-66.24,5,-41.88,-2370.48,2007.06,-262.77,-989.88,2672.34,-39.28,-1142.02,Rest,67.56,41.86,-448.8,89.92,-37.54,-3181.13,8,-2446.29,-1142.17,-44735.97,141.93,407.4,44.28,-2124.06,-223.62,-136.78
-208.18,47.97,13.47,23.77,Very low,91.88,4157.2,225.14,0.6,-411.33,-71.61,2,-13.35,-1056.15,2910.74,-228.98,-21.69,6599.07,-38.14,-1047.24,Europe,190.26,41.14,-241.13,133.56,-26.94,-4692.38,8,-1323.42,-673.99,-34125.78,54.52,-293.52,35.58,-1138.66,-120.09,1123.14
-218.1,54.72,3.93,18.88,High,30.83,11401.94,210.06,8,-373.38,-68.13,6,-40.8,-3189.42,111.6,-200.59,-5794.53,10620.48,-37.48,-1060.93,Rest,28.17,45.24,-267.02,106,-20.48,-3689.98,8,-1510.02,-861.47,-30269.49,121.47,85,31.62,-1802.12,-373.14,3010.62
-276.7,47.16,22.98,3.98,High,51.4,6580.08,243.36,8.76,-302.73,-68.43,7,-32.16,-2605.65,3470.02,-256.44,-11012.91,11288.25,-47.56,-1994.59,UK,20.88,50.94,123.15,116.87,-36.78,-1177.95,10,-601.44,-916.7,-38429.31,140.65,38.95,34.32,-1158.6,-235.86,118.43
-182.6,60.57,25.23,5.23,Medium,6.94,-471.04,218.6,0.38,-335.73,-94.62,5,-24.18,-2019.45,3514.28,-203.41,-10090.08,5607.66,-43.74,-1220.11,Europe,131.1,54.98,-594.18,101.41,2.76,-1356.94,6,-504,-1628.35,-38669.76,85.9,651.32,28.08,-2585.4,-151.95,-158.19
-253.44,10.62,20.19,30.34,Very high,40.5,21637.72,142.06,1.12,-570.6,-62.67,5,-6.81,-434.94,3361.16,-264.44,712.14,-6037.98,-41.42,-840.79,Rest,-36.18,42.5,-488.04,117.54,-28.9,-1767.57,8,-1183.62,-1073.6,-42564.57,93.2,532.38,40.88,-1400.98,-348.03,3252.92
-308.88,95.34,0.39,90.39,Very low,26.83,3068.1,180.7,9.92,-397.62,-76.68,9,-14.94,-3127.23,1142.28,-224.36,-7394.34,5837.58,-52.72,-1269.45,Rest,81.06,31.18,-8.24,135.06,-10.18,1293.63,4,-1839.81,-1113.8,-19640.43,52.62,451.62,30.78,-1684.82,-137.61,-117.29
-199.1,40.92,1.77,23.92,Very low,65.94,16031.72,103.78,0.14,-274.83,-82.2,2,-19.08,-1674.27,2197.14,-164.22,-17816.97,15792.48,-37.3,-1307.92,UK,120.96,47.8,-28.33,139.68,-28.44,-6011.43,6,-1779.03,-846.58,-46224.06,27.66,703.82,45.3,-1969.82,-301.38,105.76
-261.52,44.34,15.03,41.55,High,53.67,14592.14,261.62,4.28,-464.07,-81.84,5,-17.58,-888.12,2258.78,-120.17,9966.48,888.06,-37.06,-1383.42,Europe,211.17,1.82,-287.63,238.89,-24.04,3710.4,8,-2684.28,-744.19,-15869.91,146.98,611.9,52.02,-2158.48,-343.38,1755.25
-174.34,55.92,13.23,-4.83,High,23.99,2744.3,109.66,4.14,-460.77,-45.78,8,-26.88,-2248.98,1622.28,-207.86,12949.71,12237.12,-43.3,-1676.32,USA,47.97,38.98,-465.97,34.92,-20.56,765.38,6,-1256.25,-1045.39,-36707.22,115.95,315.49,30.54,-539.12,-305.94,1320.11
-322.38,46.53,1.8,-0.56,Very high,30.64,7277.8,206.24,7.2,-208.56,-66.93,2,-25.08,-1733.52,2093.7,-56.02,-1500.27,-10575.78,-44.92,-1254.23,USA,155.16,48,-19.08,72.11,-18.46,-5946.99,4,-3196.44,-1117.27,-35659.59,128.84,543.15,35.72,-1602.34,-296.25,1350.93
-183.36,45.99,0.6,6.41,Very low,20.87,12897.82,166.8,1.88,-566.28,-53.37,4,-37.68,-943.68,1864.3,-250.48,6373.35,-878.91,-51.04,-1392.09,Europe,126.45,45.74,-799.77,56.03,-23.46,-1363.61,4,-731.88,-764.17,-24489.42,102.78,54.75,37.1,-2712.26,-268.44,-447.31
-221.12,44.79,2.07,6.26,Very high,33.13,9336.14,161.22,0.14,21.72,-74.37,6,-21.18,-2758.41,1986.74,-263.89,-8507.79,2137.41,-45.78,-1248.97,Rest,-254.46,52.18,-300.9,39.06,-34.16,-1342.32,6,-1387.11,-989.86,-30156.12,132.93,66.63,20.52,-1294.66,-268.68,1207.42
-183.84,8.49,3.63,-7.16,Low,124.67,14446.66,180.8,2.9,-314.49,-84.18,4,-23.22,-2116.71,2304.76,-257.56,189.36,6622.68,-44.02,-1421.9,USA,175.44,40.98,-256.09,16.15,-38.92,-5419.84,6,-1932.24,-1394.33,-33254.91,118.89,468.43,39.7,-2722.6,-256.56,126.11
-189.96,37.5,16.53,-16.79,Medium,59.81,-2845.68,152.94,0,-563.13,-77.49,4,-34.35,-3771.33,1796.02,-217.48,-4300.26,8683.17,-41.4,-2064.38,Rest,-77.34,53.32,-744.92,15.51,-21.52,-4870.26,12,-3058.65,-1858.13,-23966.52,86.33,563.55,40.6,-2219.96,-338.28,-142.9
-207.54,33,29.76,3.39,Medium,-59.65,17194.1,240.06,7,-325.56,-78.69,3,-39.51,-2771.01,2256.2,-258.98,16574.43,16266.39,-42.88,-970.38,UK,110.4,40.62,-148.33,115.61,-20.5,-9158.02,2,-459.06,-979.43,-33656.91,164.41,178.24,48.18,-1717.12,-334.89,2817.45
-155.44,46.32,18.87,37.78,Very low,21.15,19392.84,290.02,0.5,-175.35,-80.52,4,-26.85,-2310.48,2517.1,-226.69,-1160.1,9557.1,-46.64,-1682.56,UK,88.95,50,419.72,120.97,-32.54,-8474,12,-537.21,-1103.68,-52664.67,136.41,597.36,43.58,-1936.26,-170.04,-1312.55
-205.92,51.21,6.18,46.68,Medium,28.08,10851.76,127.4,0.04,-510.18,-58.14,6,-4.86,-1914.84,1587,-172.46,-1596.6,-6962.97,-38.04,-1587.91,UK,307.77,42.8,-180.69,104.66,-28.2,-3683.05,6,-182.94,-1258.93,-32787.72,125.66,273.34,41.04,-1525.14,-338.49,1172.1
-307.84,42.54,6.3,29.95,Low,20.43,9015.38,122.94,0,-458.43,-73.62,1,-20.94,-2796.39,479.28,-295.57,-8797.56,-915.87,-43.52,-1666.79,UK,271.08,45.42,-125.78,92.25,-26.18,-7109.35,6,-1587.12,-1386.88,-40609.38,156,687.91,39.76,-1076.38,-203.43,509.89
-221.38,61.47,8.97,18.78,Very low,19.71,14262.2,178.06,1.7,-309.57,-52.8,6,-12.51,-2318.19,555.92,-237.66,4546.86,-3425.07,-49.78,-1216.56,USA,-39.27,41.2,-526.29,116.14,-31.32,-2449.26,6,-2483.25,-856.38,-33165.27,135.91,421.21,35.28,-1580.94,-255.27,37.14
-144.66,37.44,21.72,36.03,Low,50.05,14959.16,191.6,244.7,-395.49,-67.74,7,-26.46,-2524.59,423.68,-212.1,1750.2,-6347.94,-40,-1060.6,Rest,-14.4,42.3,-904.78,107.2,-35.94,-5273.77,0,-1066.26,-743.14,-48315.87,126.28,556.47,46.36,-2868.1,-211.11,3058.7
-110,45.72,8.31,-27.46,Medium,28.46,17259.52,159.6,58.74,-396.84,-76.89,6,-24.39,-2325.27,2548.52,-229.81,-7535.22,7696.56,-36.74,-1561.65,Rest,184.29,43.48,-318.24,134.12,-24.58,-4809.67,10,-647.58,-1041.81,-30733.32,115.05,133.02,32.94,-1790.42,-266.55,2716.25
-169.48,61.86,23.01,-39.32,High,63.22,18635.24,177.5,0.66,-153.18,-41.07,4,-33.3,-2131.56,1715.46,-133.14,-5052.3,14118.99,-39.78,-1109.7,Rest,48.99,53.22,-244.42,150.09,-18.2,-8274.09,4,-654.33,-1550.04,-35112.36,164.1,-54.69,47.64,-1133.58,-275.13,3525.53
-226.72,40.44,3.57,0.29,Medium,-5.81,4353.92,136.22,11.14,-431.1,-73.38,4,-12.27,-3240.66,2156.32,-189.03,5530.08,9535.56,-52.36,-1094.65,UK,63.78,58.64,-392.52,65.4,-27.7,-723.97,8,-140.73,-977.24,-36236.55,124.13,385.06,39.3,-1694.3,-230.88,332.23
-223.72,45.87,8.25,29.05,Medium,147.07,15591.24,164.92,0.42,-507.93,-72.36,0,-23.19,-3733.53,3008.62,-245.28,12173.52,3396.66,-40.52,-1332.55,Europe,142.17,36.76,113.78,117.97,-6.76,-7423.61,6,-1138.26,-976.12,-28592.52,127.9,430.73,27.08,-1993.98,-218.25,1704.37
-268.64,32.82,12.21,14.65,High,31.47,18050.44,161.34,1.5,-494.43,-82.32,3,-9.96,-2081.7,1367.3,-269.69,6400.59,15763.83,-48.96,-1494.08,Europe,17.22,42.66,55.19,107.91,-56.62,-3783.35,12,-2854.83,-1381.3,-44676.51,179.41,320.62,41.8,-2440.54,-273.63,-69.09
-185.34,46.53,5.1,-29.46,Very high,34.14,9792.82,299.74,45.14,-275.28,-78,2,-42.12,-1370.7,2223.7,-222.69,-9576.72,8362.23,-36.74,-984.54,UK,139.23,38.68,53.34,106.75,-21.28,-6857.39,8,-988.92,-1656.21,-29869.32,190.14,250.16,40.88,-3121.26,-345.69,2325.36
-251.98,77.94,4.41,-1.2,Medium,4.74,14096.44,192.88,1.02,-377.46,-75.75,0,-32.49,-968.1,2200.2,-248.81,-991.44,10807.23,-36.72,-880.29,USA,-6,22.88,-98.62,68.08,-26,-5568.47,4,-1762.95,-1037.73,-34962.12,151.99,288.23,41.96,-2548.82,-228.6,946.97
-266.54,54.66,3.75,-41.97,High,-46.7,15703.72,234.58,0.82,-738.24,-57.87,5,-38.01,-3019.56,2010.16,-221.32,7091.19,3023.28,-39.66,-1026.47,UK,271.02,49.3,-385.78,197.23,-7.88,-6021.86,4,-1161.96,-824.35,-21294.09,120.95,308.06,40.44,-2802.46,-345.48,1742.45
